biorxiv_doi,preprint_category,preprint_date,published_date,days_to_publication,published_journal,jaccard_similarity,preprint_word_count,published_word_count,year,primary_label,primary_hedging,preprint_primary_type,published_primary_type,s1_label,s1_hedging,s2_label,s2_hedging,source
10.1101/2023.07.29.551102,biophysics,2023-07-31,2023-10-19,80.0,ACS macro letters,0.9766,214,213,2023,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.04.25.538361,bioinformatics,2023-04-29,2023-10-26,180.0,BMC microbiology,0.9496,183,189,2023,unchanged,unchanged,method,method,minor,unchanged,unchanged,unchanged,full
10.1101/2023.09.05.556448,bioengineering,2023-09-07,2023-10-06,29.0,Acta biomaterialia,0.6478,150,253,2023,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.12.15.520535,genomics,2022-12-16,2023-10-19,307.0,BMC genomics,0.6739,495,343,2022,major,unchanged,association,descriptive,minor,unchanged,major,unchanged,full
10.1101/2023.02.20.529292,bioinformatics,2023-02-21,2023-10-19,240.0,Scientific data,0.9327,134,129,2023,unchanged,unchanged,method,method,unchanged,unchanged,minor,unchanged,full
10.1101/2023.05.31.543012,bioinformatics,2023-06-04,2023-10-18,136.0,Scientific reports,0.8788,175,199,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.05.29.542785,biochemistry,2023-05-30,2023-10-31,154.0,Biochemistry,0.5446,287,266,2023,major,unchanged,descriptive,mechanism,minor,unchanged,major,unchanged,full
10.1101/2022.10.28.514205,biochemistry,2022-10-28,2023-10-30,367.0,Scientific reports,0.3578,343,200,2022,major,weakened,association,association,minor,unchanged,major,,full
10.1101/2023.03.23.533956,physiology,2023-03-24,2023-10-05,195.0,Nature communications,0.8807,132,131,2023,minor,unchanged,method,method,minor,unchanged,unchanged,unchanged,full
10.1101/2022.10.07.509566,cancer biology,2022-10-07,2023-10-19,377.0,Journal of experimental & clinical cancer research : CR,0.8242,348,347,2022,minor,unchanged,mechanism,mechanism,minor,strengthened,minor,unchanged,full
10.1101/2023.06.09.544418,biophysics,2023-06-11,2023-10-20,131.0,Biophysical journal,0.619,396,211,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2023.02.01.526641,microbiology,2023-02-01,2023-10-02,243.0,Scientific reports,0.6076,156,226,2023,unchanged,unchanged,descriptive,descriptive,minor,unchanged,minor,strengthened,full
10.1101/2022.07.11.497949,microbiology,2022-07-12,2023-10-21,466.0,Microbiome,0.9557,316,322,2022,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,major,unchanged,full
10.1101/2022.04.26.489345,evolutionary biology,2022-04-26,2023-10-09,531.0,Microbiome,0.7687,151,215,2022,minor,unchanged,descriptive,descriptive,minor,weakened,minor,unchanged,full
10.1101/2022.08.24.505115,cancer biology,2022-08-26,2023-10-19,419.0,Cancer & metabolism,0.8323,224,278,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2023.05.27.542160,bioinformatics,2023-05-28,2023-10-18,143.0,Scientific data,0.7926,175,161,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.01.28.525997,biochemistry,2023-01-29,2023-10-19,263.0,Molecular & cellular proteomics : MCP,0.9774,216,222,2023,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.07.25.550484,neuroscience,2023-07-28,2023-10-11,75.0,Journal of Neurophysiology,0.3242,326,76,2023,major,,descriptive,association,major,,major,,full
10.1101/2021.10.26.465788,neuroscience,2021-10-28,2023-10-07,709.0,Molecular & cellular proteomics : MCP,0.5561,371,269,2021,unchanged,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2023.05.24.542159,genomics,2023-05-25,2023-10-18,146.0,BMC cancer,0.9375,178,177,2023,unchanged,unchanged,applied_implication,applied_implication,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.07.31.551364,biochemistry,2023-07-31,2023-10-10,71.0,The Journal of biological chemistry,0.8808,250,246,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2022.01.10.475645,microbiology,2022-01-10,2023-10-14,642.0,ISME communications,1.0,155,155,2022,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.05.24.541991,molecular biology,2023-05-24,2023-10-27,156.0,Molecular Cancer Research,0.6037,260,246,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2023.06.20.545767,neuroscience,2023-06-24,2023-10-21,119.0,Neuropharmacology,0.8955,203,222,2023,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.04.25.538255,evolutionary biology,2023-04-26,2023-10-05,162.0,Systematic biology,0.9162,337,338,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.09.22.558933,biochemistry,2023-09-22,2023-10-10,18.0,Molecular & cellular proteomics : MCP,0.6791,370,238,2023,unchanged,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2023.07.07.548135,cancer biology,2023-07-10,2023-10-09,91.0,Scientific reports,0.979,199,198,2023,minor,unchanged,method,method,minor,unchanged,unchanged,unchanged,full
10.1101/2022.04.14.488379,immunology,2022-04-14,2023-10-06,540.0,BMC genomics,0.9474,252,252,2022,minor,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2023.04.24.536726,neuroscience,2023-04-25,2023-10-17,175.0,Scientific reports,0.8129,229,186,2023,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.08.24.505091,neuroscience,2022-08-25,2023-10-25,426.0,Journal of neurophysiology,0.7885,221,295,2022,minor,unchanged,descriptive,descriptive,minor,unchanged,unchanged,unchanged,full
10.1101/2022.12.13.520283,bioinformatics,2022-12-15,2023-10-19,308.0,Genome biology,1.0,87,87,2022,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.06.05.543735,neuroscience,2023-06-07,2023-10-02,117.0,"Eye and vision (London, England)",0.8932,345,359,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2023.06.15.545080,neuroscience,2023-06-15,2023-10-17,124.0,Scientific reports,1.0,199,199,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.04.19.537549,biochemistry,2023-04-21,2023-10-27,189.0,Molecular therapy. Methods & clinical development,0.8571,151,152,2023,unchanged,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2023.02.26.530150,neuroscience,2023-02-27,2023-10-04,219.0,Journal of neurophysiology,0.9497,312,312,2023,minor,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2023.05.11.540411,bioinformatics,2023-05-14,2023-10-07,146.0,Molecular & cellular proteomics : MCP,0.375,98,234,2023,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2022.12.02.518885,genomics,2022-12-03,2023-10-12,313.0,Genome biology,0.9248,251,248,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2021.12.09.472009,neuroscience,2021-12-13,2023-10-17,673.0,eneuro,0.9433,237,253,2021,minor,weakened,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2022.08.08.502835,genomics,2022-08-08,2023-10-20,438.0,BMC microbiology,0.8211,203,163,2022,unchanged,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2023.06.08.544286,cell biology,2023-06-09,2023-10-13,126.0,Scientific reports,0.9912,194,194,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.03.27.534396,physiology,2023-03-28,2023-10-24,210.0,Sports medicine - open,0.8704,249,283,2023,minor,unchanged,descriptive,descriptive,minor,unchanged,unchanged,unchanged,full
10.1101/2023.08.07.552254,genetics,2023-08-07,2023-10-16,70.0,Epigenetics & chromatin,0.8088,177,203,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.10.28.514095,neuroscience,2022-10-30,2023-10-12,347.0,Journal of neurophysiology,0.773,199,275,2022,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.04.14.536788,developmental biology,2023-04-14,2023-10-14,183.0,Scientific reports,0.8803,181,189,2023,minor,weakened,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2022.12.20.521307,physiology,2022-12-21,2023-10-30,313.0,Journal of Experimental Biology,0.8362,159,134,2022,minor,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2023.05.25.542299,molecular biology,2023-05-25,2023-10-27,155.0,The Journal of biological chemistry,0.9643,240,241,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2022.08.23.505012,scientific communication and education,2022-08-25,2023-10-09,410.0,BMC public health,0.3168,231,254,2022,major,unchanged,association,association,major,unchanged,major,unchanged,full
10.1101/2023.05.10.540240,physiology,2023-05-13,2023-10-19,159.0,"Reproductive toxicology (Elmsford, N.Y.)",0.8792,246,235,2023,unchanged,unchanged,association,association,unchanged,unchanged,minor,unchanged,full
10.1101/2023.02.01.526609,bioinformatics,2023-02-03,2023-10-24,263.0,Genome biology,0.6845,248,246,2023,minor,unchanged,descriptive,descriptive,minor,unchanged,unchanged,unchanged,full
10.1101/2023.04.19.537022,cancer biology,2023-04-21,2023-10-19,181.0,Breast cancer research : BCR,0.7029,351,207,2023,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.01.10.522992,cell biology,2023-01-11,2023-10-10,272.0,BMC molecular and cell biology,0.8,195,143,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.11.07.515430,cancer biology,2022-11-07,2023-10-06,333.0,NPJ systems biology and applications,0.9836,179,184,2022,minor,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.06.06.493041,bioinformatics,2022-06-06,2023-10-12,493.0,Genome biology,0.5105,194,99,2022,minor,strengthened,method,method,major,,major,,full
10.1101/2023.06.18.545485,molecular biology,2023-06-18,2023-10-04,108.0,Scientific reports,1.0,222,222,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.08.07.552246,microbiology,2023-08-07,2023-10-17,71.0,ISME communications,0.96,236,235,2023,minor,unchanged,association,association,minor,unchanged,unchanged,unchanged,full
10.1101/2023.03.03.531029,genomics,2023-03-06,2023-10-19,227.0,Genome biology,1.0,95,95,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.02.08.527282,biophysics,2023-02-08,2023-10-25,259.0,Nucleic acids research,1.0,227,227,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.08.24.554664,bioinformatics,2023-08-26,2023-10-07,42.0,Scientific data,1.0,142,142,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.01.23.525161,bioinformatics,2023-01-23,2023-10-13,263.0,BMC biology,0.9543,341,345,2023,unchanged,unchanged,method,method,minor,unchanged,minor,unchanged,full
10.1101/2021.06.28.450149,neuroscience,2021-06-29,2023-10-05,828.0,Nature human behaviour,0.7263,140,136,2021,minor,unchanged,descriptive,descriptive,minor,unchanged,unchanged,unchanged,full
10.1101/2023.03.01.530697,pharmacology and toxicology,2023-03-02,2023-10-12,224.0,American journal of physiology. Renal physiology,0.5435,249,312,2023,major,unchanged,mechanism,mechanism,major,unchanged,major,,full
10.1101/2023.05.31.542532,neuroscience,2023-06-01,2023-10-19,140.0,Scientific reports,0.912,195,203,2023,unchanged,unchanged,association,association,minor,unchanged,minor,unchanged,full
10.1101/2023.04.12.536578,molecular biology,2023-04-12,2023-10-06,177.0,The Journal of biological chemistry,0.9389,204,203,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.06.13.495703,bioinformatics,2022-06-16,2023-10-20,491.0,Genome biology,0.6207,173,102,2022,unchanged,unchanged,method,method,major,unchanged,major,,full
10.1101/2022.05.04.490030,neuroscience,2022-05-05,2023-10-30,543.0,Journal of Cognitive Neuroscience,0.9028,249,251,2022,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2022.11.18.517030,bioinformatics,2022-11-20,2023-10-02,316.0,BMC bioinformatics,0.6449,289,334,2022,minor,unchanged,method,method,major,unchanged,minor,unchanged,full
10.1101/2022.07.01.498433,microbiology,2022-07-03,2023-10-04,458.0,BMC biology,0.4719,158,288,2022,major,strengthened,association,association,major,,major,,full
10.1101/2023.03.31.534560,biophysics,2023-04-03,2023-10-14,194.0,The Journal of biological chemistry,1.0,158,156,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2023.05.14.540716,neuroscience,2023-05-14,2023-10-20,159.0,Current biology : CB,0.9583,148,149,2023,unchanged,unchanged,mechanism,mechanism,minor,unchanged,unchanged,unchanged,full
10.1101/2023.04.26.538396,neuroscience,2023-04-28,2023-10-11,166.0,Journal of Neurophysiology,0.2284,304,49,2023,major,weakened,mechanism,descriptive,minor,unchanged,major,,full
10.1101/2023.07.17.549297,bioinformatics,2023-07-18,2023-10-10,84.0,NPJ systems biology and applications,1.0,157,157,2023,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.07.14.549082,neuroscience,2023-07-18,2023-10-06,80.0,Cell communication and signaling : CCS,0.4553,200,590,2023,minor,unchanged,method,method,minor,unchanged,major,unchanged,full
10.1101/2022.10.03.510579,bioinformatics,2022-10-05,2023-10-23,383.0,Genome biology,0.7216,133,100,2022,minor,unchanged,method,method,minor,unchanged,major,,full
10.1101/2023.08.14.553087,neuroscience,2023-08-14,2023-10-19,66.0,Neuropharmacology,0.976,250,248,2023,unchanged,unchanged,association,association,unchanged,unchanged,minor,unchanged,full
10.1101/2023.06.14.544960,molecular biology,2023-06-14,2023-10-06,114.0,Scientific reports,0.939,240,247,2023,unchanged,unchanged,method,method,minor,unchanged,unchanged,unchanged,full
10.1101/2022.09.02.506436,cancer biology,2022-09-05,2023-10-11,401.0,Journal of experimental & clinical cancer research : CR,0.9577,344,345,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2022.11.24.517880,bioinformatics,2022-11-25,2023-10-20,329.0,Genome biology,0.5594,319,247,2022,minor,unchanged,descriptive,descriptive,minor,unchanged,major,,full
10.1101/2023.09.23.559127,animal behavior and cognition,2023-09-24,2023-10-07,13.0,Hormones and behavior,1.0,245,245,2023,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.04.20.537728,bioengineering,2023-04-21,2023-10-17,179.0,NPJ Regenerative medicine,0.6974,163,245,2023,minor,unchanged,therapeutic,therapeutic,minor,weakened,major,,full
10.1101/2021.04.03.438311,plant biology,2021-04-04,2023-10-07,916.0,The Plant cell,0.6296,227,225,2021,unchanged,unchanged,mechanism,mechanism,minor,unchanged,major,weakened,full
10.1101/2023.07.30.551115,bioinformatics,2023-07-31,2023-10-11,72.0,BMC bioinformatics,0.9817,125,127,2023,unchanged,unchanged,method,method,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.08.21.554116,cancer biology,2023-08-22,2023-10-26,65.0,Endocrinology,0.9012,258,249,2023,unchanged,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
10.1101/2022.05.15.491991,cancer biology,2022-05-15,2023-10-20,523.0,Cell death discovery,0.614,235,115,2022,unchanged,unchanged,mechanism,mechanism,major,,major,,full
10.1101/2022.05.20.492896,physiology,2022-05-22,2023-10-16,512.0,BMC biology,0.969,203,203,2022,unchanged,unchanged,mechanism,mechanism,unchanged,unchanged,minor,unchanged,full
10.1101/2022.08.19.504512,neuroscience,2022-08-19,2023-10-19,426.0,Translational psychiatry,0.8491,301,237,2022,unchanged,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2023.05.29.542763,bioengineering,2023-06-01,2023-10-27,148.0,PLoS computational biology,0.8846,299,326,2023,unchanged,unchanged,method,method,major,unchanged,minor,unchanged,full
10.1101/2023.01.21.525011,neuroscience,2023-01-21,2023-10-30,282.0,Neuroimage. Reports,1.0,190,188,2023,unchanged,unchanged,association,association,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.05.11.540364,zoology,2023-05-13,2023-10-11,151.0,Zoological letters,0.9865,268,270,2023,unchanged,unchanged,association,association,unchanged,unchanged,minor,unchanged,full
10.1101/2022.09.19.508328,immunology,2022-09-19,2023-10-19,395.0,JCI insight,0.6618,201,200,2022,minor,unchanged,mechanism,mechanism,minor,strengthened,minor,unchanged,full
10.1101/2023.06.12.544677,cell biology,2023-06-13,2023-10-11,120.0,Journal of extracellular biology,0.9379,227,223,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2023.07.10.548341,bioinformatics,2023-07-11,2023-10-20,101.0,Proteins,0.9755,267,268,2023,unchanged,unchanged,descriptive,descriptive,unchanged,unchanged,unchanged,unchanged,full
10.1101/2023.04.09.536168,immunology,2023-04-09,2023-10-27,201.0,The Journal of biological chemistry,0.6944,244,200,2023,minor,unchanged,mechanism,mechanism,minor,unchanged,minor,unchanged,full
10.1101/2022.09.28.510016,biophysics,2022-09-29,2023-10-20,386.0,Cell,0.5062,191,149,2022,minor,unchanged,association,association,minor,unchanged,major,,full
10.1101/2023.06.07.544129,biophysics,2023-06-07,2023-10-30,145.0,Molecular Biology of the Cell,0.9365,190,190,2023,unchanged,unchanged,descriptive,descriptive,minor,unchanged,minor,unchanged,full
